doc_id,true_label,pred_label,correct,text_len,num_nodes,num_edges,source,model
1624,1,1,True,358,113,248,how-to,mistralai/Mixtral-8x7B-Instruct-v0.1
1625,1,1,True,214,120,202,how-to,meta-llama/Llama-2-70b-chat-hf
1626,1,1,True,279,116,209,chat,meta-llama/Llama-2-70b-chat-hf
1627,0,1,False,217,129,215,chat,human
1628,1,1,True,214,101,190,how-to,mistralai/Mixtral-8x7B-Instruct-v0.1
1629,1,0,False,102,70,92,how-to,cohere.command-text-v14
1630,1,1,True,422,239,441,how-to,gpt-4
1631,1,1,True,18,22,21,chat,gpt-3.5-turbo-instruct
1632,1,1,True,99,63,99,chat,meta-llama/Llama-2-70b-chat-hf
1633,0,0,True,258,158,268,how-to,human
1634,1,0,False,197,128,192,chat,ai21.j2-ultra-v1
1635,0,0,True,383,188,383,how-to,human
1636,0,0,True,352,169,336,how-to,human
1637,0,0,True,202,137,216,chat,human
1638,0,0,True,17,17,16,chat,human
1639,1,1,True,391,227,379,how-to,gpt-4
1640,1,1,True,99,66,100,how-to,mistralai/Mixtral-8x7B-Instruct-v0.1
1641,1,1,True,438,195,417,how-to,gpt-3.5-turbo-instruct
1642,1,1,True,70,46,60,how-to,ai21.j2-ultra-v1
1643,0,0,True,194,127,202,chat,human
1644,0,0,True,452,196,419,how-to,human
1645,1,0,False,250,102,176,chat,mistralai/Mixtral-8x7B-Instruct-v0.1
1646,1,1,True,15,15,17,chat,meta-llama/Llama-2-70b-chat-hf
1647,1,1,True,314,185,302,how-to,gpt-4
1648,0,0,True,241,146,229,how-to,human
1649,0,1,False,240,86,129,chat,human
1650,1,1,True,411,205,423,how-to,gpt-4
1651,0,1,False,15,15,15,chat,human
1652,0,0,True,149,98,147,how-to,human
1653,1,0,False,23,23,22,chat,meta-llama/Llama-2-70b-chat-hf
1654,0,1,False,435,235,419,how-to,human
1655,0,0,True,445,209,431,how-to,human
1656,1,1,True,162,99,149,how-to,cohere.command-text-v14
1657,1,1,True,447,200,397,how-to,cohere.command-text-v14
1658,1,1,True,92,77,114,chat,cohere.command-text-v14
1659,1,1,True,65,52,70,chat,gpt-3.5-turbo-instruct
1660,1,1,True,179,114,186,how-to,mistralai/Mixtral-8x7B-Instruct-v0.1
1661,1,1,True,266,131,249,how-to,mistralai/Mixtral-8x7B-Instruct-v0.1
1662,0,1,False,163,96,154,chat,human
1663,1,1,True,142,103,146,chat,cohere.command-text-v14
1664,1,1,True,317,158,264,how-to,cohere.command-text-v14
1665,1,1,True,379,210,376,how-to,cohere.command-text-v14
1666,1,1,True,206,105,179,chat,mistralai/Mixtral-8x7B-Instruct-v0.1
1667,1,1,True,271,135,218,chat,meta-llama/Llama-2-70b-chat-hf
1668,1,1,True,271,149,261,how-to,meta-llama/Llama-2-70b-chat-hf
1669,0,1,False,22,21,21,chat,human
1670,0,0,True,32,26,29,chat,human
1671,0,0,True,399,216,418,how-to,human
1672,1,1,True,186,102,159,chat,cohere.command-text-v14
1673,1,1,True,102,74,88,chat,meta-llama/Llama-2-70b-chat-hf
1674,0,1,False,434,223,428,how-to,human
1675,0,0,True,319,192,306,how-to,human
1676,0,1,False,14,15,14,chat,human
1677,0,0,True,164,116,179,how-to,human
1678,1,1,True,369,225,397,how-to,gpt-4
1679,1,1,True,33,32,33,chat,gpt-3.5-turbo-instruct
1680,1,1,True,271,129,248,how-to,mistralai/Mixtral-8x7B-Instruct-v0.1
1681,0,1,False,118,77,115,chat,human
1682,0,0,True,438,194,411,how-to,human
1683,0,0,True,39,34,41,chat,human
1684,1,1,True,435,235,422,how-to,gpt-3.5-turbo-instruct
1685,1,1,True,449,197,399,how-to,gpt-3.5-turbo-instruct
1686,1,0,False,188,130,183,chat,gpt-4
1687,1,1,True,189,105,181,how-to,mistralai/Mixtral-8x7B-Instruct-v0.1
1688,1,1,True,304,189,321,chat,gpt-3.5-turbo-instruct
1689,1,1,True,228,131,237,how-to,cohere.command-text-v14
1690,1,1,True,139,87,130,how-to,meta-llama/Llama-2-70b-chat-hf
1691,1,1,True,275,145,272,chat,cohere.command-text-v14
1692,1,1,True,22,20,25,chat,mistralai/Mixtral-8x7B-Instruct-v0.1
1693,0,1,False,445,220,428,how-to,human
1694,1,1,True,16,18,17,chat,meta-llama/Llama-2-70b-chat-hf
1695,1,1,True,297,176,279,how-to,gpt-4
1696,1,1,True,276,154,272,how-to,mistralai/Mixtral-8x7B-Instruct-v0.1
1697,1,1,True,246,105,187,how-to,mistralai/Mixtral-8x7B-Instruct-v0.1
1698,1,1,True,22,23,25,chat,mistralai/Mixtral-8x7B-Instruct-v0.1
1699,0,0,True,11,13,12,chat,human
1700,0,1,False,124,76,125,how-to,human
1701,1,1,True,415,202,401,how-to,cohere.command-text-v14
1702,0,0,True,411,163,338,how-to,human
1703,1,1,True,52,41,57,how-to,ai21.j2-ultra-v1
1704,0,0,True,376,194,342,how-to,human
1705,0,0,True,13,17,17,chat,human
1706,1,1,True,235,143,245,how-to,meta-llama/Llama-2-70b-chat-hf
1707,0,0,True,230,118,201,how-to,human
1708,1,1,True,234,125,209,how-to,meta-llama/Llama-2-70b-chat-hf
1709,0,0,True,47,37,36,chat,human
1710,1,1,True,205,97,172,chat,mistralai/Mixtral-8x7B-Instruct-v0.1
1711,1,1,True,279,152,267,how-to,mistralai/Mixtral-8x7B-Instruct-v0.1
1712,0,1,False,358,178,348,how-to,human
1713,0,1,False,182,111,167,chat,human
1714,1,1,True,170,120,183,chat,meta-llama/Llama-2-70b-chat-hf
1715,0,0,True,21,19,18,chat,human
1716,0,0,True,321,194,332,how-to,human
1717,1,1,True,154,56,84,chat,meta-llama/Llama-2-70b-chat-hf
1718,0,0,True,25,27,27,chat,human
1719,0,1,False,15,17,16,chat,human
1720,0,0,True,372,193,356,how-to,human
1721,1,1,True,224,128,213,how-to,meta-llama/Llama-2-70b-chat-hf
1722,1,1,True,258,142,241,how-to,mistralai/Mixtral-8x7B-Instruct-v0.1
1723,0,0,True,424,202,361,how-to,human
1724,0,1,False,191,108,161,chat,human
1725,0,0,True,193,124,206,chat,human
1726,1,1,True,274,126,243,chat,cohere.command-text-v14
1727,1,1,True,423,256,450,how-to,gpt-4
1728,1,1,True,43,37,42,chat,meta-llama/Llama-2-70b-chat-hf
1729,1,1,True,256,143,237,how-to,meta-llama/Llama-2-70b-chat-hf
1730,0,0,True,426,248,448,how-to,human
1731,1,1,True,250,148,263,how-to,gpt-3.5-turbo-instruct
1732,0,1,False,31,31,34,chat,human
1733,1,1,True,432,230,427,how-to,gpt-3.5-turbo-instruct
1734,1,1,True,279,141,258,chat,mistralai/Mixtral-8x7B-Instruct-v0.1
1735,0,0,True,107,79,108,how-to,human
1736,0,0,True,176,102,175,chat,human
1737,0,0,True,424,230,422,how-to,human
1738,1,1,True,103,85,111,how-to,cohere.command-text-v14
1739,0,1,False,10,8,7,chat,human
1740,1,1,True,60,52,59,chat,mistralai/Mixtral-8x7B-Instruct-v0.1
1741,1,1,True,131,89,137,how-to,cohere.command-text-v14
1742,0,1,False,438,216,393,how-to,human
1743,0,0,True,440,236,448,how-to,human
1744,1,1,True,195,85,142,how-to,meta-llama/Llama-2-70b-chat-hf
1745,0,0,True,45,38,50,how-to,human
1746,1,1,True,308,175,312,how-to,mistralai/Mixtral-8x7B-Instruct-v0.1
1747,1,1,True,272,140,242,how-to,mistralai/Mixtral-8x7B-Instruct-v0.1
1748,1,1,True,428,212,409,how-to,gpt-4
1749,0,0,True,28,28,29,chat,human
1750,1,1,True,64,54,67,chat,gpt-3.5-turbo-instruct
1751,1,0,False,10,12,11,chat,gpt-3.5-turbo-instruct
1752,1,1,True,158,98,145,chat,mistralai/Mixtral-8x7B-Instruct-v0.1
1753,0,0,True,244,145,221,how-to,human
1754,1,1,True,442,198,401,how-to,gpt-3.5-turbo-instruct
1755,1,1,True,87,67,93,how-to,ai21.j2-ultra-v1
1756,0,0,True,132,84,121,chat,human
1757,0,0,True,305,155,284,how-to,human
1758,1,1,True,142,77,132,how-to,meta-llama/Llama-2-70b-chat-hf
1759,0,0,True,443,204,430,how-to,human
1760,1,1,True,224,120,205,how-to,meta-llama/Llama-2-70b-chat-hf
1761,1,1,True,405,196,387,how-to,cohere.command-text-v14
1762,1,1,True,320,185,313,how-to,cohere.command-text-v14
1763,0,0,True,55,48,57,chat,human
1764,1,1,True,69,58,75,chat,gpt-3.5-turbo-instruct
1765,0,1,False,11,10,10,chat,human
1766,1,1,True,122,79,103,how-to,meta-llama/Llama-2-70b-chat-hf
1767,0,0,True,439,254,455,how-to,human
1768,1,1,True,102,79,108,how-to,cohere.command-text-v14
1769,0,0,True,390,174,290,chat,human
1770,1,1,True,137,84,136,how-to,mistralai/Mixtral-8x7B-Instruct-v0.1
1771,1,1,True,223,128,213,how-to,cohere.command-text-v14
1772,1,1,True,191,82,144,chat,mistralai/Mixtral-8x7B-Instruct-v0.1
1773,1,1,True,456,198,373,how-to,gpt-3.5-turbo-instruct
1774,1,1,True,430,239,438,how-to,gpt-4
1775,1,1,True,265,159,276,how-to,meta-llama/Llama-2-70b-chat-hf
1776,1,1,True,304,133,243,how-to,mistralai/Mixtral-8x7B-Instruct-v0.1
1777,0,1,False,135,84,133,chat,human
1778,0,0,True,37,30,37,chat,human
1779,1,1,True,48,36,54,how-to,ai21.j2-ultra-v1
1780,1,1,True,25,27,27,chat,meta-llama/Llama-2-70b-chat-hf
1781,1,1,True,289,150,279,how-to,cohere.command-text-v14
1782,1,1,True,49,33,48,how-to,ai21.j2-ultra-v1
1783,1,1,True,42,31,19,chat,ai21.j2-ultra-v1
1784,0,0,True,433,226,426,how-to,human
1785,0,0,True,416,241,428,how-to,human
1786,0,0,True,231,168,235,how-to,human
1787,1,1,True,244,153,251,how-to,mistralai/Mixtral-8x7B-Instruct-v0.1
1788,0,1,False,295,148,275,chat,human
1789,0,0,True,50,44,46,chat,human
1790,1,1,True,428,200,410,how-to,gpt-3.5-turbo-instruct
1791,0,0,True,196,105,175,how-to,human
1792,1,1,True,14,16,15,chat,gpt-3.5-turbo-instruct
1793,1,1,True,431,246,407,how-to,gpt-4
1794,1,1,True,241,152,253,chat,meta-llama/Llama-2-70b-chat-hf
1795,0,1,False,54,41,52,chat,human
1796,1,1,True,17,17,16,chat,mistralai/Mixtral-8x7B-Instruct-v0.1
1797,0,0,True,24,24,27,chat,human
1798,1,1,True,331,141,257,how-to,mistralai/Mixtral-8x7B-Instruct-v0.1
1799,0,1,False,265,155,273,chat,human
1800,1,1,True,191,120,196,how-to,meta-llama/Llama-2-70b-chat-hf
1801,0,0,True,252,132,223,how-to,human
1802,1,1,True,104,82,104,chat,gpt-4
1803,1,1,True,250,142,249,how-to,cohere.command-text-v14
1804,1,1,True,295,180,284,chat,gpt-4
1805,1,1,True,11,12,10,chat,gpt-4
1806,0,0,True,342,151,295,how-to,human
1807,1,1,True,41,39,46,chat,meta-llama/Llama-2-70b-chat-hf
1808,0,1,False,308,166,306,how-to,human
1809,1,1,True,236,129,195,chat,cohere.command-text-v14
1810,0,0,True,217,118,220,how-to,human
1811,0,1,False,343,172,337,how-to,human
1812,1,1,True,11,12,11,chat,ai21.j2-ultra-v1
1813,1,1,True,37,33,33,chat,ai21.j2-ultra-v1
1814,0,1,False,25,25,27,chat,human
1815,0,0,True,441,182,355,how-to,human
1816,0,1,False,238,126,184,chat,human
1817,0,1,False,11,12,11,chat,human
1818,1,1,True,438,223,423,how-to,gpt-3.5-turbo-instruct
1819,1,1,True,237,128,237,how-to,meta-llama/Llama-2-70b-chat-hf
1820,0,0,True,16,17,17,chat,human
1821,0,0,True,228,124,208,how-to,human
1822,0,0,True,206,142,220,how-to,human
1823,1,1,True,253,127,241,chat,cohere.command-text-v14
1824,1,1,True,38,33,40,how-to,ai21.j2-ultra-v1
1825,0,0,True,380,175,351,how-to,human
1826,1,1,True,428,213,400,how-to,gpt-3.5-turbo-instruct
1827,1,1,True,19,20,22,chat,mistralai/Mixtral-8x7B-Instruct-v0.1
1828,1,0,False,78,55,76,chat,gpt-3.5-turbo-instruct
1829,0,1,False,40,37,43,chat,human
1830,1,1,True,439,169,343,how-to,gpt-3.5-turbo-instruct
1831,1,1,True,166,59,103,how-to,ai21.j2-ultra-v1
1832,0,0,True,66,50,64,how-to,human
1833,0,0,True,305,180,309,how-to,human
1834,1,1,True,433,253,435,how-to,gpt-4
1835,0,0,True,42,40,45,chat,human
1836,1,1,True,235,122,206,chat,cohere.command-text-v14
1837,1,1,True,360,103,204,how-to,meta-llama/Llama-2-70b-chat-hf
1838,1,1,True,15,15,15,chat,meta-llama/Llama-2-70b-chat-hf
1839,1,1,True,17,14,12,how-to,ai21.j2-ultra-v1
1840,0,0,True,15,18,17,chat,human
1841,0,1,False,60,51,63,chat,human
1842,1,1,True,285,161,293,chat,meta-llama/Llama-2-70b-chat-hf
1843,1,1,True,45,44,48,chat,gpt-3.5-turbo-instruct
1844,0,0,True,463,206,408,how-to,human
1845,1,1,True,430,260,463,how-to,gpt-4
1846,1,1,True,57,50,59,chat,gpt-3.5-turbo-instruct
1847,1,1,True,274,137,254,how-to,mistralai/Mixtral-8x7B-Instruct-v0.1
1848,0,0,True,353,191,371,how-to,human
1849,0,1,False,252,127,233,how-to,human
1850,0,0,True,452,234,443,how-to,human
1851,0,1,False,74,45,59,how-to,human
1852,0,0,True,151,104,150,how-to,human
1853,1,1,True,274,148,249,chat,meta-llama/Llama-2-70b-chat-hf
1854,1,1,True,448,207,393,how-to,gpt-3.5-turbo-instruct
1855,1,1,True,27,24,25,chat,gpt-4
1856,1,1,True,53,50,60,chat,gpt-3.5-turbo-instruct
1857,0,0,True,432,193,395,how-to,human
1858,1,1,True,92,63,77,how-to,ai21.j2-ultra-v1
1859,0,0,True,208,119,195,how-to,human
1860,1,1,True,85,55,73,how-to,ai21.j2-ultra-v1
1861,0,1,False,130,79,123,how-to,human
1862,0,1,False,10,11,10,chat,human
1863,0,1,False,402,221,392,how-to,human
1864,0,1,False,202,107,177,chat,human
1865,1,1,True,276,164,265,how-to,gpt-4
1866,1,1,True,303,164,283,how-to,mistralai/Mixtral-8x7B-Instruct-v0.1
1867,0,0,True,14,16,15,chat,human
1868,1,1,True,316,144,273,chat,mistralai/Mixtral-8x7B-Instruct-v0.1
1869,0,1,False,254,124,226,chat,human
1870,0,1,False,171,93,155,chat,human
1871,0,0,True,16,13,15,chat,human
1872,1,1,True,31,30,32,chat,gpt-4
1873,0,0,True,304,180,289,how-to,human
1874,1,1,True,95,52,69,how-to,meta-llama/Llama-2-70b-chat-hf
1875,1,1,True,26,27,31,how-to,ai21.j2-ultra-v1
1876,0,0,True,256,134,237,how-to,human
1877,1,1,True,11,13,12,chat,meta-llama/Llama-2-70b-chat-hf
1878,0,1,False,181,116,177,chat,human
1879,1,0,False,11,14,13,chat,cohere.command-text-v14
1880,1,1,True,78,56,78,chat,cohere.command-text-v14
1881,1,1,True,446,190,358,how-to,cohere.command-text-v14
1882,1,1,True,372,218,382,how-to,gpt-4
1883,1,1,True,163,117,181,how-to,cohere.command-text-v14
1884,0,1,False,368,202,371,how-to,human
1885,0,0,True,10,11,10,chat,human
1886,1,1,True,226,133,239,chat,cohere.command-text-v14
1887,0,0,True,21,22,23,chat,human
1888,0,1,False,200,94,157,chat,human
1889,1,1,True,220,123,201,how-to,meta-llama/Llama-2-70b-chat-hf
1890,1,1,True,64,52,67,chat,mistralai/Mixtral-8x7B-Instruct-v0.1
1891,0,0,True,200,122,221,how-to,human
1892,1,1,True,44,23,24,how-to,ai21.j2-ultra-v1
1893,1,1,True,429,204,419,how-to,gpt-3.5-turbo-instruct
1894,0,0,True,137,85,122,how-to,human
1895,1,1,True,46,32,48,how-to,ai21.j2-ultra-v1
1896,1,1,True,286,150,279,how-to,mistralai/Mixtral-8x7B-Instruct-v0.1
1897,0,0,True,41,39,43,chat,human
1898,1,1,True,278,119,220,how-to,meta-llama/Llama-2-70b-chat-hf
1899,1,1,True,14,17,16,chat,cohere.command-text-v14
1900,0,0,True,69,54,69,chat,human
1901,0,1,False,104,77,100,how-to,human
1902,0,1,False,390,205,396,how-to,human
1903,1,0,False,72,52,66,chat,cohere.command-text-v14
1904,1,0,False,24,25,28,chat,gpt-3.5-turbo-instruct
1905,1,1,True,183,90,160,chat,meta-llama/Llama-2-70b-chat-hf
1906,0,0,True,321,181,320,how-to,human
1907,1,1,True,426,229,410,how-to,gpt-4
1908,0,1,False,23,23,24,how-to,human
1909,1,0,False,60,40,51,how-to,ai21.j2-ultra-v1
1910,0,0,True,53,53,68,chat,human
1911,1,1,True,415,256,425,how-to,gpt-4
1912,0,1,False,376,198,386,how-to,human
1913,1,1,True,260,139,256,chat,cohere.command-text-v14
1914,0,1,False,428,220,415,how-to,human
1915,0,0,True,188,112,173,chat,human
1916,1,1,True,442,188,355,how-to,gpt-3.5-turbo-instruct
1917,1,1,True,445,168,371,how-to,cohere.command-text-v14
1918,1,1,True,182,103,159,chat,mistralai/Mixtral-8x7B-Instruct-v0.1
1919,1,1,True,17,17,18,chat,gpt-4
1920,0,1,False,82,72,69,chat,human
1921,0,1,False,175,106,159,chat,human
1922,0,1,False,382,189,349,how-to,human
1923,1,1,True,18,20,20,chat,gpt-3.5-turbo-instruct
1924,1,1,True,403,195,373,how-to,gpt-3.5-turbo-instruct
1925,1,1,True,280,112,201,chat,meta-llama/Llama-2-70b-chat-hf
1926,1,1,True,276,84,183,chat,meta-llama/Llama-2-70b-chat-hf
1927,0,0,True,28,27,32,chat,human
1928,1,1,True,209,101,177,chat,cohere.command-text-v14
1929,1,1,True,243,145,241,how-to,meta-llama/Llama-2-70b-chat-hf
1930,0,0,True,290,179,267,how-to,human
1931,0,0,True,307,143,259,how-to,human
1932,1,1,True,104,67,97,how-to,cohere.command-text-v14
1933,1,1,True,439,226,413,how-to,gpt-3.5-turbo-instruct
1934,0,0,True,248,132,222,how-to,human
1935,0,0,True,302,155,293,how-to,human
1936,1,1,True,10,12,11,chat,gpt-3.5-turbo-instruct
1937,0,1,False,198,106,175,how-to,human
1938,1,1,True,426,228,407,how-to,gpt-3.5-turbo-instruct
1939,1,1,True,257,147,251,chat,cohere.command-text-v14
1940,1,0,False,45,41,47,chat,gpt-3.5-turbo-instruct
1941,0,0,True,304,142,271,how-to,human
1942,1,1,True,34,31,36,chat,gpt-3.5-turbo-instruct
1943,1,1,True,18,20,19,chat,cohere.command-text-v14
1944,0,0,True,299,158,274,how-to,human
1945,0,0,True,186,115,177,how-to,human
1946,0,0,True,10,11,11,chat,human
1947,1,0,False,46,41,39,chat,gpt-3.5-turbo-instruct
1948,0,1,False,217,104,186,how-to,human
1949,1,1,True,318,147,251,chat,meta-llama/Llama-2-70b-chat-hf
1950,1,1,True,43,37,48,how-to,ai21.j2-ultra-v1
1951,1,1,True,298,126,250,how-to,mistralai/Mixtral-8x7B-Instruct-v0.1
1952,0,1,False,31,28,31,chat,human
1953,0,0,True,152,92,152,how-to,human
1954,1,1,True,368,208,364,how-to,gpt-3.5-turbo-instruct
1955,0,0,True,242,125,219,how-to,human
1956,0,0,True,16,15,16,chat,human
1957,0,0,True,188,104,159,how-to,human
1958,1,1,True,252,101,159,chat,meta-llama/Llama-2-70b-chat-hf
1959,1,1,True,250,139,234,how-to,meta-llama/Llama-2-70b-chat-hf
1960,0,0,True,176,99,167,how-to,human
1961,1,1,True,430,225,412,how-to,gpt-4
1962,1,1,True,280,138,243,how-to,cohere.command-text-v14
1963,0,0,True,429,162,362,how-to,human
1964,1,1,True,15,18,17,chat,gpt-4
1965,0,1,False,58,44,55,chat,human
1966,0,1,False,256,166,260,chat,human
1967,0,0,True,82,60,83,how-to,human
1968,0,0,True,375,210,372,how-to,human
1969,0,0,True,397,177,382,how-to,human
1970,1,1,True,151,97,153,how-to,meta-llama/Llama-2-70b-chat-hf
1971,0,0,True,431,201,365,how-to,human
1972,1,1,True,95,62,97,how-to,ai21.j2-ultra-v1
1973,1,1,True,408,189,359,how-to,gpt-3.5-turbo-instruct
1974,0,1,False,18,19,19,how-to,human
1975,1,1,True,358,193,365,how-to,gpt-4
1976,1,1,True,185,100,167,how-to,meta-llama/Llama-2-70b-chat-hf
1977,1,1,True,424,240,419,how-to,gpt-4
1978,1,1,True,94,64,88,how-to,ai21.j2-ultra-v1
1979,1,1,True,35,37,40,chat,gpt-3.5-turbo-instruct
1980,1,1,True,293,179,324,chat,mistralai/Mixtral-8x7B-Instruct-v0.1
1981,1,1,True,246,153,255,chat,mistralai/Mixtral-8x7B-Instruct-v0.1
1982,0,1,False,432,181,363,how-to,human
1983,1,1,True,31,29,31,chat,cohere.command-text-v14
1984,1,1,True,258,134,227,how-to,mistralai/Mixtral-8x7B-Instruct-v0.1
1985,1,1,True,233,126,219,how-to,cohere.command-text-v14
1986,1,1,True,15,16,16,chat,gpt-4
1987,1,1,True,227,144,230,how-to,meta-llama/Llama-2-70b-chat-hf
1988,0,0,True,442,236,437,how-to,human
1989,0,0,True,219,119,208,how-to,human
1990,0,1,False,260,158,268,how-to,human
1991,1,1,True,55,38,45,how-to,ai21.j2-ultra-v1
1992,1,1,True,429,252,426,how-to,gpt-4
1993,0,0,True,150,91,135,how-to,human
1994,0,0,True,300,152,288,how-to,human
1995,0,1,False,130,71,103,chat,human
1996,0,1,False,76,65,78,how-to,human
1997,1,1,True,449,196,415,how-to,gpt-3.5-turbo-instruct
1998,1,1,True,170,102,155,how-to,meta-llama/Llama-2-70b-chat-hf
1999,1,1,True,209,121,210,chat,meta-llama/Llama-2-70b-chat-hf
2000,0,0,True,77,56,81,how-to,human
2001,1,1,True,212,121,215,how-to,meta-llama/Llama-2-70b-chat-hf
2002,0,1,False,197,106,164,chat,human
2003,0,0,True,305,178,307,how-to,human
2004,0,0,True,254,125,230,how-to,human
2005,1,1,True,47,44,52,chat,meta-llama/Llama-2-70b-chat-hf
2006,0,0,True,257,124,243,how-to,human
2007,1,1,True,283,156,265,chat,cohere.command-text-v14
2008,1,1,True,40,28,38,how-to,ai21.j2-ultra-v1
2009,0,0,True,29,28,34,how-to,human
2010,1,1,True,19,21,22,chat,ai21.j2-ultra-v1
2011,1,1,True,239,108,196,chat,cohere.command-text-v14
2012,0,1,False,52,43,57,chat,human
2013,0,0,True,13,16,15,chat,human
2014,1,1,True,201,119,191,chat,mistralai/Mixtral-8x7B-Instruct-v0.1
2015,0,0,True,243,126,236,how-to,human
2016,0,0,True,406,193,386,how-to,human
2017,1,1,True,85,71,96,chat,gpt-3.5-turbo-instruct
2018,0,0,True,104,79,97,chat,human
2019,1,1,True,23,27,29,chat,mistralai/Mixtral-8x7B-Instruct-v0.1
2020,1,1,True,228,141,232,how-to,mistralai/Mixtral-8x7B-Instruct-v0.1
2021,1,1,True,247,159,253,chat,mistralai/Mixtral-8x7B-Instruct-v0.1
2022,1,1,True,106,75,112,how-to,cohere.command-text-v14
2023,0,0,True,364,178,342,how-to,human
2024,1,1,True,448,212,411,how-to,gpt-3.5-turbo-instruct
2025,0,0,True,331,170,311,how-to,human
2026,1,1,True,257,156,268,chat,meta-llama/Llama-2-70b-chat-hf
2027,0,0,True,11,11,12,chat,human
2028,1,1,True,16,19,20,chat,meta-llama/Llama-2-70b-chat-hf
2029,0,0,True,10,11,10,chat,human
2030,1,1,True,452,208,411,how-to,gpt-3.5-turbo-instruct
2031,1,1,True,226,130,220,how-to,mistralai/Mixtral-8x7B-Instruct-v0.1
2032,1,1,True,426,245,422,how-to,gpt-4
2033,0,0,True,134,88,140,chat,human
2034,1,1,True,403,194,385,how-to,gpt-3.5-turbo-instruct
2035,1,1,True,58,52,66,chat,gpt-4
2036,0,0,True,157,104,162,how-to,human
2037,1,1,True,202,129,208,how-to,gpt-4
2038,0,1,False,10,11,11,chat,human
2039,0,1,False,401,228,399,how-to,human
2040,0,1,False,110,87,112,chat,human
2041,1,1,True,11,12,9,chat,cohere.command-text-v14
2042,1,1,True,200,90,170,chat,mistralai/Mixtral-8x7B-Instruct-v0.1
2043,1,1,True,411,248,437,how-to,gpt-4
2044,0,1,False,158,119,172,how-to,human
2045,1,1,True,146,83,135,how-to,cohere.command-text-v14
2046,1,1,True,342,173,323,how-to,gpt-4
2047,1,1,True,181,102,179,how-to,meta-llama/Llama-2-70b-chat-hf
2048,0,1,False,164,113,157,how-to,human
2049,0,0,True,392,206,397,how-to,human
2050,0,0,True,448,230,431,how-to,human
2051,1,1,True,216,123,208,how-to,meta-llama/Llama-2-70b-chat-hf
2052,0,0,True,425,200,412,how-to,human
2053,1,1,True,417,222,394,how-to,gpt-4
2054,1,1,True,97,67,91,chat,gpt-4
2055,1,1,True,16,16,17,how-to,ai21.j2-ultra-v1
2056,0,0,True,176,111,179,how-to,human
2057,1,1,True,424,200,383,how-to,gpt-3.5-turbo-instruct
2058,0,0,True,16,16,16,chat,human
2059,0,0,True,10,11,10,chat,human
2060,1,1,True,71,54,83,chat,mistralai/Mixtral-8x7B-Instruct-v0.1
2061,0,0,True,15,16,16,chat,human
2062,0,0,True,161,117,172,how-to,human
2063,0,0,True,213,126,208,how-to,human
2064,0,1,False,113,70,107,chat,human
2065,1,1,True,199,107,181,how-to,cohere.command-text-v14
2066,1,1,True,227,121,211,how-to,meta-llama/Llama-2-70b-chat-hf
2067,1,1,True,34,31,27,chat,gpt-4
2068,1,1,True,88,62,90,how-to,ai21.j2-ultra-v1
2069,0,1,False,213,110,186,chat,human
2070,1,1,True,260,131,229,chat,meta-llama/Llama-2-70b-chat-hf
2071,0,0,True,424,229,420,how-to,human
2072,0,0,True,10,11,10,chat,human
2073,0,0,True,237,133,234,how-to,human
2074,0,0,True,347,197,324,how-to,human
2075,1,1,True,272,127,226,how-to,meta-llama/Llama-2-70b-chat-hf
2076,1,1,True,20,19,20,chat,gpt-3.5-turbo-instruct
2077,0,0,True,209,125,212,how-to,human
2078,1,1,True,207,80,151,chat,meta-llama/Llama-2-70b-chat-hf
2079,1,1,True,201,122,193,chat,mistralai/Mixtral-8x7B-Instruct-v0.1
2080,1,1,True,192,124,203,chat,meta-llama/Llama-2-70b-chat-hf
2081,1,1,True,320,156,290,how-to,cohere.command-text-v14
2082,0,1,False,443,232,445,how-to,human
2083,0,0,True,139,89,137,how-to,human
2084,1,1,True,240,144,236,chat,cohere.command-text-v14
2085,1,1,True,262,144,238,chat,cohere.command-text-v14
2086,0,0,True,241,128,230,how-to,human
2087,0,0,True,305,162,313,how-to,human
2088,1,1,True,244,143,237,chat,gpt-3.5-turbo-instruct
2089,0,1,False,52,37,45,chat,human
2090,1,1,True,162,98,159,chat,cohere.command-text-v14
2091,1,1,True,443,198,403,how-to,gpt-3.5-turbo-instruct
2092,1,1,True,344,196,342,how-to,gpt-4
2093,1,1,True,323,127,249,how-to,meta-llama/Llama-2-70b-chat-hf
2094,0,0,True,442,212,410,how-to,human
2095,0,1,False,258,155,262,how-to,human
2096,0,1,False,21,19,22,chat,human
2097,1,1,True,370,207,367,how-to,gpt-4
2098,1,1,True,177,115,181,chat,mistralai/Mixtral-8x7B-Instruct-v0.1
2099,0,0,True,386,186,376,how-to,human
2100,0,1,False,150,85,127,chat,human
2101,1,1,True,388,167,321,how-to,mistralai/Mixtral-8x7B-Instruct-v0.1
2102,0,0,True,66,48,61,how-to,human
2103,1,1,True,35,31,30,chat,ai21.j2-ultra-v1
2104,1,1,True,78,57,79,chat,gpt-3.5-turbo-instruct
2105,1,1,True,416,248,431,how-to,gpt-4
2106,1,1,True,12,14,13,chat,ai21.j2-ultra-v1
2107,1,1,True,31,26,31,chat,gpt-3.5-turbo-instruct
2108,1,1,True,11,12,11,chat,gpt-3.5-turbo-instruct
2109,1,1,True,11,14,13,chat,gpt-3.5-turbo-instruct
2110,1,1,True,236,153,240,chat,gpt-3.5-turbo-instruct
